Id,Username,Full Name,Phone,Robot,Stores,Another Stores,Address,Postcode,City,Upload Proof,Proof Date,Client Type,IBAN,BIC,Robot Serial No,Status
"85","marc0093093@signorel.com","Marc REZAEAZR","0192929292","Robot P500 Led","Aerospa","","","","","https://www.summerbwt.fr/upload/op3/TEST_SUMMER21.pdf","2024-04-29 15:51:28","Particulier","FR7614410000011234567890163","AZEAZEZE","66543234576654","Pending"
"89","marc0093093@signorel.com","Marc REZAEAZR","0192929292","Robot P500 Led","Aerospa","","","","","https://www.summerbwt.fr/upload/op3/TEST_SUMMER29.pdf","2024-04-29 16:31:26","Particulier","FR7630004000031234567890143","KJGTDERU","087546","Pending"
"92","loyola.martinet@take-off.fr","Loyola Martinet","0744447168","Robot P500 Led","Var piscine","","","","","https://www.summerbwt.fr/upload/op3/Redaction_Dévis5.PNG","2024-04-30 09:59:48","Particulier","FR7611315000011234567890138","CMCIFRPP","1215251","Pending"
"94","manon.morfin@take-off.fr","Manon Morfin","0606060606","Robot P500 Led","Au paysage de l`eau","","","","","https://www.summerbwt.fr/upload/op3/Redaction_Dévis9.PNG","2024-04-30 10:05:41","Particulier","FR7611315000011234567890138","CMCIFRPP","1215251","Pending"
"96","marcsummer221@signorel.com","Marc SIGNOREL","0612199001","Robot P500 Led","Abyss piscine","","","","","https://www.summerbwt.fr/upload/op3/Birthday_Invit_nanterre1.pdf","2024-04-30 18:38:35","Particulier","FR7630001007941234567890185","AZEAZEZE","123123123123299998839","Pending"
"97","jean-louis.chourrau@orange.fr","Jean-Louis CHOURRAU","0660195562","Robot P500 Led","PIERRE PISCINE","","","","","https://www.summerbwt.fr/upload/op3/Facture_Achat_Robot_02_Mai_20241.pdf","2024-05-02 14:22:16","Particulier","FR7613106005001056868110176","AGRIFRPP","2211000354","Pending"
"98","stephanieguegan775580@gmail.com","Jocelyne Guegan","0633324171","Robot P500 Led","PSI","","","","","https://www.summerbwt.fr/upload/op3/171475294420172351543516125889101.jpg","2024-05-03 18:17:13","Particulier","FR7611706310095602660276444","AGRIFRPP","2211000636","Pending"
"99","francois.tressieres@gmail.com","FRANCOIS TRESSIERES","0690553389","Robot P500 Led","PISCINE DU PAYS D`AUGE","","","","","https://www.summerbwt.fr/upload/op3/FACT_ROBOT1.pdf","2024-05-05 09:18:02","Particulier","FR7610107001660063505116036","BREDFRPP","2301003716","Pending"
"100","guillaume.gonzalvez@gmail.com","Guillaume Gonzalvez","0663688680","Robot P500 Led","NASSTRA","","","","","https://www.summerbwt.fr/upload/op3/facture_robot_piscine1.pdf","2024-05-10 13:42:00","Particulier","FR8030002061060000000110M02","CRLYFRPP","29032022 PO9030269/01","Pending"
"103","henri.hem@free.fr","HENRI HEM","0627869249","Robot P500 Led","ROUERGUE PISCINE","","","","","https://www.summerbwt.fr/upload/op3/FA0046631_-_hem1.pdf","2024-05-13 15:50:39","Particulier","FR4630002006070000020049S72","CRLYFRPP","230576421","Pending"
"105","j.cinier@orange.fr","JOEL CINIER","0637391229","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/ROBOT-facture-20240510_0185241.pdf","2024-05-14 17:24:01","Particulier","FR5830002010310000014302B58","CRLYFRPP","2211001856","Pending"
"106","j.cinier@orange.fr","JOEL CINIER","0637391229","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/ROBOT-facture-20240510_0185243.pdf","2024-05-15 12:01:07","Particulier","FR7613906006438506581353589","AGRIFRPP","2211001856","Pending"
"107","j.cinier@orange.fr","JOEL CINIER","0637391229","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/ROBOT-facture-20240510_0185245.pdf","2024-05-15 12:01:11","Particulier","FR7613906006438506581353589","AGRIFRPP","2211001856","Pending"
"108","j.cinier@orange.fr","JOEL CINIER","0637391229","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/ROBOT-facture-20240510_0185247.pdf","2024-05-15 12:04:14","Particulier","FR7613906006438506581353589","AGRIFRPP","2211001856","Pending"
"109","j.cinier@orange.fr","JOEL CINIER","0637391229","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/ROBOT-facture-20240510_0185249.pdf","2024-05-15 12:07:01","Particulier","FR7613906006438506581353589","AGRIFRPP","4722","Pending"
"110","j.cinier@orange.fr","JOEL CINIER","0637391229","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/ROBOT-facture-20240510_01852411.pdf","2024-05-15 12:09:32","Particulier","FR7613906006438506581353589","AGRIFRPP","22110018564722","Pending"
"111","j.cinier@orange.fr","JOEL CINIER","0637391229","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/ROBOT-facture-20240510_01852413.pdf","2024-05-15 12:19:46","Particulier","FR761306006438506581353589","AGRIFRPP","2211001856","Pending"
"112","j.cinier@orange.fr","JOEL CINIER","0637391229","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/ROBOT-facture-20240510_01852415.pdf","2024-05-15 12:23:49","Particulier","FR7613906006438506581353589","AGRIFRPP","221101856","Pending"
"113","camli@free.fr","Gerard HARMAND","0675888843","Robot P500 Led","ROUERGUE PISCINE","","","","","https://www.summerbwt.fr/upload/op3/FA0046661_-_HARMAND1.pdf","2024-05-15 16:45:46","Particulier","FR7630003021000005047821483","SOGEFRPP","2301003617","Pending"
"114","j.cinier@orange.fr","JOEL CINIER","0637391229","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/ROBOT-facture-20240510_01852417.pdf","2024-05-15 18:05:56","Particulier","FR7613906006438506581353589","AGRIFRPP","2211001856","Pending"
"115","j.cinier@orange.fr","JOEL CINIER","0637391229","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/ROBOT-facture-20240510_01852419.pdf","2024-05-15 18:11:57","Particulier","FR7613906006438506581353589","AGRIFRPP","2211001856","Pending"
"116","vmommessin@b-c-i.fr","BRUNO MOMMESSIN","0609820567","Robot P500 Led","Aerospa","","","","","https://www.summerbwt.fr/upload/op3/ABYSS_FA00047661.pdf","2024-05-16 10:48:43","Particulier","FR7630003032940015000926528","SOGEFRPP","2211000715","Pending"
"117","rvpiscines@gmail.com","herve CHARREL","0681066216","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/facture-20240516_0186151.pdf","2024-05-16 16:53:00","Particulier","FR7617806001721723485600042","AGRIFRPP","2211000270","Pending"
"118","jdgallorini@gmail.com","Joelle GALLORINI","0622538574","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/fre_robotDocument_numérisé1.pdf","2024-05-17 15:39:22","Particulier","FR7613825002000438992041189","CEPAFRPP","2211001855","Pending"
"119","jdgallorini@gmail.com","Joelle GALLORINI","0622538574","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/fre_robotDocument_numérisé3.pdf","2024-05-17 15:40:57","Particulier","FR7613825002000438992041189","AFRPP382","2211001855","Pending"
"120","jdgallorini@gmail.com","Joelle GALLORINI","0622538574","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/fre_robotDocument_numérisé5.pdf","2024-05-17 15:49:29","Particulier","FR7613825002000438992041189","CEPAFRPP","2211001855","Pending"
"121","jdgallorini@gmail.com","Joelle GALLORINI","0622538574","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/fre_robotDocument_numérisé7.pdf","2024-05-17 15:56:28","Particulier","FR7613825002000438992041189","CEPAFRPP","2211001855","Pending"
"122","jdgallorini@gmail.com","Joelle GALLORINI","0622538574","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/fre_robotDocument_numérisé9.pdf","2024-05-17 15:57:05","Particulier","FR7613825002000438992041189","FRPP382X","2211001855","Pending"
"123","christophe.doucet@gmail.com","CHRISTOPHE DOUCET","0603088604","Robot P500 Led","PIERRE PISCINE","","","","","https://www.summerbwt.fr/upload/op3/20240518_1000101.jpg","2024-05-18 10:08:36","Particulier","FR7610278022240002009590104","CMCIFR2A","2211000598","Pending"
"124","christof.rousseau@yahoo.fr","Christophe ROUSSEAU","0618018530","Robot P500 Led","NASSTRA","","","","","https://www.summerbwt.fr/upload/op3/Facture_Robot_Piscine1.pdf","2024-05-20 14:23:24","Particulier","FR4120041010161551528K03713","PSSTFRPP","2211000570","Pending"
"126","j.cinier@orange.fr","JOEL CINIER","0637391229","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/ROBOT-facture-20240510_01852421.pdf","2024-05-23 10:24:26","Particulier","FR7613906006438506581353589","AGRIFRPP","2211001856","Pending"
"127","j.cinier@orange.fr","JOEL CINIER","0637391229","Robot P500 Led","RB PISCINE","","","","","https://www.summerbwt.fr/upload/op3/ROBOT-facture-20240510_01852423.pdf","2024-05-23 10:35:42","Particulier","FR7613906006438506581353589","AGRIFRPP","2211001856","Pending"
"128","patrick.pelette@orange.fr","Patrick Pelette","0671200532","Robot P500 Led","PSI","","","","","https://www.summerbwt.fr/upload/op3/Facture_robot1.jpg","2024-05-23 18:29:32","Particulier","FR7612406001030331988420516","AGRIFRPP","2211000580","Pending"
"129","cathymoncassin@club.fr","CATHY MONCASSIN PRIME","0612483877","Robot P500 Led","PIERRE PISCINE","","","","","https://www.summerbwt.fr/upload/op3/IMG_37131.jpeg","2024-05-24 16:22:46","Particulier","FR7613135000800441496510442","CEPAFRPP","2211000852","Pending"
"130","garagelimouxin@gmail.com","MICHEL PARMENTIER","0468204715","Robot P500 Led","Ecilia","","","","","https://www.summerbwt.fr/upload/op3/bwt_robot1.jpg","2024-05-27 14:46:04","Particulier","FR7610278079500002056960106","CMCIFR2A","2211001598","Pending"
"131","garagelimouxin@gmail.com","MICHEL PARMENTIER","0468204715","Robot P500 Led","Ecilia","","","","","https://www.summerbwt.fr/upload/op3/bwt_robot3.jpg","2024-05-27 14:46:15","Particulier","FR7610278079500002056960106","CMCIFR2A","2211001598","Pending"
"12","marcmmm@signorel.com","Marc SIGNOREL","0612199001","Robot P450","aqua system","","","","","https://www.summerbwt.fr/upload/op3/marc_ID11.jpeg","2024-04-19 15:04:06","Particulier","FR7612548029981234567890161","AZEAZEEE","007","Pending"
"20","marc22av@signorel.com","Marc SIGNOREL","0612199001","Robot P450","Abyss piscine","","","","","https://www.summerbwt.fr/upload/op3/marc_ID13.jpeg","2024-04-22 09:40:32","Particulier","FR7611808009101234567890147","AZEAZEAZ","01123123","Pending"
"53","john2012007@gmail.com","John adamy","0426067808","Robot P450","Aerospa","","","","","https://www.summerbwt.fr/upload/op3/COSMY53.png","2024-04-22 13:03:38","Particulier","FR7630001007941234567890178","CDGVDRGE","0145254245542","Pending"
"61","john2012007@gmail.com","John adamy","0426067808","Robot P450","ATOLL","","","","","https://www.summerbwt.fr/upload/op3/game9.png","2024-04-22 15:02:26","Particulier","FR7630001007941234567890178","frthyjhy","1542526532653","Pending"
"69","john2012007@gmail.com","John adamy","0426067808","Robot P450","Art piscine","","","","","https://www.summerbwt.fr/upload/op3/eba2G2CQ7.png","2024-04-23 07:22:58","Particulier","FR7017569000507997341499Q67","HTFRBGHD","147852369852147963","Pending"
"70","marcbibi@signorel.com","Marc SIGNOREL","0612199001","Robot P450","My pool shop","","","","","https://www.summerbwt.fr/upload/op3/IMG_50251.jpg","2024-04-24 10:08:31","Particulier","FR7611315000011234567890138","azeazeaz","123","Pending"
"74","loyola.martinet@take-off.fr","Loyola Martinet","0744447168","Robot P450","Abyss piscine","","","","","https://www.summerbwt.fr/upload/op3/Redaction_Dévis3.PNG","2024-04-25 10:46:41","Particulier","FR7611315000011234567890138","CMCIFRPP","42873698","Pending"
"76","pgiboire@phare-west.fr","Pauline Giboire","0637666926","Robot P450","APF","","","","","https://www.summerbwt.fr/upload/op3/TEST_SUMMER7.pdf","2024-04-26 10:15:19","Particulier","FR1420041010050500013","PSSTFRPP","1234","Pending"
"87","marc0093093@signorel.com","Marc REZAEAZR","0192929292","Robot P450","Aqua and co","","","","","https://www.summerbwt.fr/upload/op3/TEST_SUMMER25.pdf","2024-04-29 16:21:16","Particulier","FR7630002032531234567890168","PLJHFDYB","09753","Pending"
"1","john2012007@gmail.com","John adamy","0426067808","Robot Cosmy 250","Abyss piscine","","","","","https://www.summerbwt.fr/upload/op3/car9.png","2024-04-16 12:41:31","Particulier","FR4112739000309297415884M66","KKLLTTSS","12345","Pending"
"2","john2012007@gmail.com","John adamy","0426067808","Robot Cosmy 250","Abyss piscine","","","","","https://www.summerbwt.fr/upload/op3/car11.png","2024-04-18 08:23:58","Particulier","FR4112739000309297415884M27","KKLLTTSS","123456","Pending"
"9","john2012007@gmail.com","John adamy","0426067808","Robot Cosmy 250","AQUA DREAM MONT-BLANC","","","","","https://www.summerbwt.fr/upload/op3/COSMY19.png","2024-04-19 12:00:10","Particulier","FR9730003000509936654519D33","KKLLSSYY","00112244556677","Pending"
"42","john2012007@gmail.com","John adamy","0426067808","Robot Cosmy 250","Aquitaine réseau","","","","","https://www.summerbwt.fr/upload/op3/COSMY39.png","2024-04-22 12:43:08","Particulier","FR7630001007941234567890178","KJHHHHHU","41542054254254","Pending"
"45","john2012007@gmail.com","John adamy","0426067808","Robot Cosmy 250","AQUASUD PROVENCE","","","","","https://www.summerbwt.fr/upload/op3/car19.png","2024-04-22 12:50:33","Particulier","FR4112739000309297415884M28","LJHYYHGY","12355884858525545","Pending"
"57","john2012007@gmail.com","John adamy","0426067808","Robot Cosmy 250","Aerospa","","","","","https://www.summerbwt.fr/upload/op3/game5.png","2024-04-22 13:14:09","Particulier","FR4112739000309297415884M28","NJGHYJYJ","0142014521547254","Pending"
